ProductId|category|subcategory|procuredValue|minMargin|maxMargin|SellerID|lastModified
41835004|157|1571876|2698.15|8.65|33.00|9019|2017-05-04 15:44:46
15062364|119|1191434|329.14|0.96|13.88|9020|2017-05-08 15:37:13
11434880|166|1661265|4888.36|17.69|39.90|9026|2017-04-28 15:50:09
24452058|134|1341444|3113.40|15.09|19.52|9024|2017-05-11 16:09:11
78416744|104|1041517|607.51|5.58|30.12|9017|2017-04-27 16:06:48
48885814|177|1771993|1884.17|3.92|7.43|9006|2017-05-10 15:41:35
66774380|123|1231414|4332.28|6.16|18.70|9009|2017-05-02 15:50:23
46448237|152|1521328|1773.61|1.17|18.86|9021|2017-04-28 15:43:00
72376510|152|1521645|4380.21|19.92|39.57|9023|2017-05-03 16:11:16
65726614|146|1461018|4110.87|19.71|32.99|9021|2017-04-30 15:39:41
48036827|157|1571400|774.36|1.11|19.49|9012|2017-05-02 16:09:38
24626253|119|1191160|1053.08|12.94|18.56|9003|2017-04-29 15:42:39
54286456|178|1781987|1357.81|9.80|10.15|9025|2017-05-02 15:44:56
56353241|154|1541572|1231.26|21.29|33.57|9005|2017-05-04 15:44:45
87408535|194|1941804|1945.67|23.43|27.14|9008|2017-05-09 16:01:15
54814563|140|1401398|3583.99|8.18|30.19|9007|2017-05-04 15:46:08
75047605|118|1181431|3336.95|11.94|15.97|9005|2017-05-02 16:05:21
26846883|193|1931363|3016.42|20.57|26.10|9016|2017-05-03 15:56:53
11848747|100|1001731|2274.44|6.42|15.03|9018|2017-05-06 15:44:17
11434886|171|1711332|602.51|2.50|12.35|9026|2017-04-29 16:12:11
53665802|108|1081890|1818.63|14.67|38.47|9004|2017-04-28 15:38:52
70621625|166|1661491|2631.16|20.99|38.76|9005|2017-05-07 16:04:42
34416281|165|1651901|4799.03|1.93|14.30|9008|2017-05-11 16:09:02
77067778|118|1181784|3723.18|8.17|23.20|9018|2017-05-09 15:40:14
47508225|164|1641949|2809.13|22.99|38.06|9020|2017-05-02 15:44:02
61074157|106|1061616|4559.98|18.58|19.85|9006|2017-05-11 15:57:31
81071642|195|1951967|4734.83|24.71|26.40|9009|2017-04-28 16:09:04
67481461|178|1781940|3963.38|21.47|43.24|9012|2017-04-29 15:52:07
88025641|142|1421676|2741.33|2.92|10.68|9028|2017-05-08 15:46:33
67036724|153|1531718|3349.26|18.06|21.31|9026|2017-05-05 15:48:55
44746066|166|1661097|3512.11|24.28|39.54|9026|2017-05-11 16:10:24
81070373|158|1581327|1098.79|18.10|23.44|9007|2017-05-08 15:50:06
67223702|156|1561704|1933.81|10.08|24.04|9010|2017-05-07 16:11:19
41205685|123|1231543|507.36|13.09|36.41|9030|2017-04-30 16:00:14
32836518|167|1671486|3278.94|21.89|28.67|9021|2017-05-11 15:54:01
58685466|158|1581386|2490.92|20.18|42.65|9018|2017-04-29 15:41:09
44051201|190|1901388|759.99|18.12|31.62|9005|2017-04-29 15:45:46
32260266|102|1021900|3666.52|11.59|15.79|9017|2017-04-27 16:09:12
54084885|135|1351509|4446.37|4.55|19.47|9030|2017-04-30 15:58:25
22267855|196|1961109|4243.11|13.98|29.57|9025|2017-04-28 15:37:54
86817538|108|1081533|1360.64|16.55|21.27|9011|2017-05-06 15:56:41
55503800|168|1681324|4029.87|17.58|21.43|9018|2017-05-09 15:57:57
25206335|155|1551756|2841.95|2.68|25.74|9005|2017-04-30 16:01:10
18858661|195|1951060|3913.74|24.78|43.36|9008|2017-05-09 15:36:18
32535136|155|1551813|4300.77|19.11|43.32|9027|2017-05-03 15:54:09
58355524|101|1011114|201.72|11.54|32.23|9022|2017-05-03 15:55:53
40018667|184|1841201|3433.61|17.87|29.08|9012|2017-05-09 15:44:13
26808546|190|1901601|3043.64|19.66|37.32|9017|2017-05-06 16:09:03
66770802|194|1941610|45.04|13.48|30.84|9009|2017-05-04 15:57:29
32550772|116|1161585|3730.98|0.23|9.93|9007|2017-05-10 15:52:40
66271781|106|1061219|4387.38|12.86|33.66|9022|2017-05-03 15:56:32
78716606|113|1131408|4439.24|9.40|28.25|9024|2017-04-29 15:36:48
70675420|132|1321604|4506.19|15.77|22.25|9004|2017-05-10 15:41:34
35377657|117|1171276|4085.03|10.68|21.97|9007|2017-05-03 15:38:48
32324174|190|1901118|3430.60|1.79|22.20|9009|2017-04-28 15:53:05
75630377|191|1911289|3493.87|8.53|8.99|9021|2017-05-06 15:56:34
70801404|148|1481965|1206.86|18.97|23.74|9028|2017-05-05 15:59:30
27123127|124|1241100|3315.50|5.65|23.08|9030|2017-05-01 15:42:32
51838847|143|1431228|3106.37|10.39|13.16|9018|2017-05-01 16:09:45
13703258|126|1261039|4826.62|11.72|24.12|9009|2017-05-09 15:40:37
24121064|179|1791532|4787.60|17.97|30.84|9004|2017-05-05 16:07:17
86024415|187|1871825|3377.56|0.09|19.06|9014|2017-05-02 15:44:42
34684834|170|1701511|2525.70|12.50|21.46|9016|2017-04-29 16:06:09
10662711|170|1701436|171.54|5.51|28.04|9022|2017-04-30 15:50:45
38107828|139|1391839|1692.56|5.23|14.75|9018|2017-05-02 15:52:36
12613401|147|1471898|1920.61|8.96|25.91|9023|2017-05-06 16:08:37
13144205|119|1191948|650.44|16.85|33.08|9029|2017-05-11 15:41:10
37544040|141|1411614|759.53|7.33|11.42|9013|2017-04-30 16:04:40
62374063|146|1461318|3869.19|11.10|20.94|9006|2017-05-03 16:09:41
78618377|162|1621497|381.30|7.62|18.78|9018|2017-05-03 15:56:44
77253418|184|1841830|4973.02|0.96|16.28|9028|2017-05-03 16:11:20
67414660|187|1871880|2401.12|7.96|15.97|9002|2017-04-29 16:10:15
82214515|160|1601410|229.36|9.74|22.76|9024|2017-05-01 15:53:56
35653537|163|1631737|1378.32|10.16|13.86|9003|2017-05-08 16:11:28
53200356|172|1721305|4698.58|17.16|34.03|9012|2017-05-11 15:37:29
28762335|193|1931593|4100.29|14.70|33.15|9011|2017-05-06 16:09:48
36841854|195|1951722|3436.85|2.41|23.93|9018|2017-05-01 16:06:07
88723651|133|1331292|734.04|20.38|42.37|9021|2017-05-02 15:47:11
22823382|188|1881333|4180.10|4.76|19.03|9010|2017-05-07 16:06:31
45007167|109|1091024|1307.89|0.52|1.10|9023|2017-04-30 15:56:38
70585475|168|1681729|1309.57|23.24|33.89|9019|2017-05-07 16:10:53
27046466|175|1751145|2929.04|7.72|8.57|9028|2017-05-03 15:50:12
71704332|144|1441381|409.42|6.64|24.27|9018|2017-05-06 16:00:20
13703263|150|1501064|2857.90|8.82|24.06|9018|2017-05-10 15:46:47
43223167|197|1971831|2755.03|13.92|25.09|9011|2017-05-07 16:02:22
77016183|131|1311968|2433.83|8.17|24.39|9006|2017-05-11 16:07:25
57635104|113|1131913|2824.70|8.02|17.84|9019|2017-05-10 15:50:14
36130518|101|1011408|1220.31|19.84|41.44|9026|2017-04-28 16:06:43
46514260|135|1351902|2693.37|8.13|20.88|9018|2017-05-07 15:41:08
41608873|184|1841520|2155.49|21.42|30.28|9015|2017-05-02 15:35:36
63871805|135|1351859|4559.18|15.90|26.98|9019|2017-05-07 15:37:48
58823402|111|1111230|3951.71|2.72|18.35|9018|2017-04-27 15:52:38
48653106|156|1561711|3865.01|3.90|7.17|9016|2017-05-01 15:44:08
46402873|196|1961665|4187.42|21.23|21.74|9024|2017-05-10 15:57:42
62777038|146|1461887|1526.73|2.81|26.34|9027|2017-05-04 15:44:30
11547575|156|1561543|127.98|6.81|16.26|9027|2017-05-02 15:56:23
16142802|133|1331830|768.33|7.42|10.10|9015|2017-04-29 15:53:20
16665804|137|1371975|2156.85|16.21|27.68|9017|2017-04-29 15:58:17
58257088|106|1061403|4416.34|0.02|10.86|9027|2017-05-07 15:47:52
15817181|183|1831300|4102.82|12.51|31.89|9017|2017-05-07 16:08:23
40072142|196|1961879|2227.80|4.92|10.52|9027|2017-05-04 16:05:19
31402162|138|1381473|3727.31|16.99|30.98|9019|2017-04-29 15:39:32
33346868|154|1541740|3750.77|16.88|18.64|9005|2017-05-09 15:56:45
11823417|140|1401867|152.06|14.79|38.51|9017|2017-05-08 15:48:33
26267356|152|1521078|4254.04|10.66|24.89|9022|2017-05-09 16:01:25
76841327|177|1771917|1232.36|9.52|32.41|9006|2017-05-05 15:45:17
47587017|138|1381078|4653.66|10.00|23.30|9028|2017-04-28 16:02:02
23772524|122|1221818|435.30|2.58|27.32|9016|2017-05-03 15:36:08
87655142|124|1241269|3924.92|23.19|44.94|9008|2017-04-28 15:53:30
54004772|134|1341060|2991.91|1.52|12.83|9011|2017-05-10 15:41:22
51422353|155|1551071|865.30|3.63|25.03|9022|2017-05-02 15:43:54
11420216|153|1531022|235.25|23.82|27.80|9005|2017-05-06 15:57:25
57612477|104|1041660|2989.92|24.20|46.48|9006|2017-05-09 15:37:10
48078650|191|1911554|2594.10|1.16|18.91|9020|2017-05-03 16:04:18
86713122|126|1261198|1848.44|20.58|33.10|9006|2017-05-11 15:46:49
56725505|146|1461722|3619.20|14.08|32.89|9003|2017-04-27 15:38:09
72358718|145|1451609|1780.49|24.51|25.47|9006|2017-04-28 16:02:37
81802610|146|1461690|3313.25|2.92|10.44|9012|2017-05-06 16:11:46
85284712|140|1401240|2534.20|21.57|26.43|9027|2017-05-02 16:00:17
20227227|144|1441813|4508.34|16.94|21.01|9025|2017-04-27 16:06:25
36123407|189|1891830|4794.75|24.70|45.96|9012|2017-05-10 15:49:15
73816800|104|1041814|4878.36|20.97|37.18|9003|2017-05-08 16:00:38
23262852|161|1611211|2371.72|19.77|26.90|9028|2017-05-06 15:59:37
36443547|192|1921631|2637.37|10.91|23.45|9002|2017-05-03 15:40:38
50860017|106|1061432|4017.66|14.13|17.33|9003|2017-04-28 16:01:33
84516685|158|1581213|6.94|24.82|35.46|9023|2017-05-01 15:59:35
78584446|104|1041463|3866.35|11.86|23.31|9013|2017-04-27 15:47:48
73658433|135|1351539|1040.36|6.02|10.22|9023|2017-05-08 15:37:19
44237626|121|1211149|4636.02|6.04|28.93|9013|2017-05-10 15:58:30
57036876|146|1461373|3475.25|20.65|23.79|9026|2017-05-08 15:37:50
80188203|123|1231496|717.29|21.76|41.31|9020|2017-05-04 15:57:53
17658342|154|1541174|1508.25|8.81|9.65|9017|2017-05-10 16:03:34
77764418|170|1701113|312.95|23.46|37.25|9021|2017-05-02 15:43:31
75677020|147|1471876|2008.80|9.75|33.46|9002|2017-04-27 15:56:35
87830505|118|1181347|1999.19|13.55|17.11|9012|2017-05-03 15:54:48
61740175|130|1301559|1929.40|0.75|10.06|9012|2017-05-08 15:46:05
47287162|114|1141420|1597.40|10.70|21.08|9017|2017-04-27 15:35:38
17141156|152|1521774|3945.98|17.57|33.87|9009|2017-05-01 16:05:12
78816033|195|1951197|1571.14|21.02|24.95|9016|2017-04-28 16:07:00
74178172|111|1111357|4546.42|9.27|18.45|9014|2017-05-03 16:10:46
38402612|172|1721639|1361.53|23.08|46.24|9029|2017-05-07 15:40:05
14285677|147|1471052|3452.66|23.14|27.64|9010|2017-04-28 15:54:01
42761758|186|1861103|1041.90|12.57|29.65|9028|2017-04-30 16:07:00
14584065|122|1221286|1941.03|20.69|44.22|9005|2017-05-05 16:04:24
57804621|109|1091280|382.76|18.42|36.32|9021|2017-05-01 16:03:12
86073465|114|1141838|47.37|4.45|24.48|9016|2017-04-27 15:55:04
78005311|166|1661452|172.38|11.81|12.41|9001|2017-05-05 15:40:31
62616652|169|1691260|2993.20|16.25|36.06|9001|2017-05-02 15:56:27
58282074|197|1971045|4316.86|12.93|31.39|9006|2017-05-01 15:36:16
70255536|183|1831200|333.99|24.92|27.33|9007|2017-05-02 15:56:40
72672647|135|1351960|554.04|1.81|23.84|9008|2017-05-04 15:35:35
26563747|119|1191968|4151.52|6.59|28.21|9016|2017-05-04 15:51:12
80762885|187|1871518|344.76|20.74|30.84|9012|2017-05-09 15:56:05
64431648|106|1061839|133.18|20.13|31.90|9027|2017-05-01 16:07:50
54538406|193|1931663|1766.13|3.31|4.20|9018|2017-05-08 15:39:42
17657044|144|1441592|2099.17|20.13|21.67|9009|2017-05-04 15:44:17
34374122|179|1791684|2718.01|21.32|36.35|9016|2017-04-28 15:48:59
53158373|157|1571678|1653.75|2.39|25.59|9019|2017-05-06 15:41:00
47647287|143|1431497|3985.54|10.56|26.01|9030|2017-05-04 15:37:07
61265010|158|1581962|2302.67|18.28|38.02|9006|2017-04-27 15:37:53
73518105|176|1761418|1276.60|16.68|34.56|9018|2017-04-30 16:04:06
65135158|178|1781157|1951.67|7.96|23.34|9019|2017-04-29 15:42:49
73136670|121|1211647|2199.35|17.17|34.79|9004|2017-04-28 15:48:08
70601128|166|1661878|3990.69|14.25|37.85|9018|2017-04-28 15:53:34
73052550|118|1181789|767.71|1.23|13.33|9013|2017-05-02 15:53:38
13218876|138|1381236|687.13|18.54|21.95|9009|2017-05-02 15:56:00
47726513|119|1191902|4753.53|18.29|38.12|9008|2017-05-07 16:08:56
75216777|175|1751340|825.52|12.83|16.77|9008|2017-04-28 15:46:28
67228541|167|1671695|1454.89|20.66|38.49|9012|2017-05-05 15:39:19
57211812|166|1661367|2109.05|19.43|40.76|9001|2017-05-05 16:01:08
51350355|100|1001813|2960.30|10.25|22.95|9014|2017-05-04 16:06:07
56173436|100|1001301|2902.43|15.96|30.93|9005|2017-05-03 16:00:00
83214556|160|1601985|3074.79|18.10|31.24|9028|2017-05-07 15:39:16
21042228|178|1781257|3271.53|11.98|19.78|9018|2017-05-09 15:38:03
76167358|163|1631407|3882.16|23.66|40.45|9019|2017-05-02 15:56:17
24843423|144|1441035|4739.77|2.94|9.16|9022|2017-05-02 15:56:16
36443581|189|1891830|4672.21|5.38|29.36|9001|2017-05-10 15:49:55
58136136|171|1711996|2718.25|2.11|17.04|9015|2017-05-01 15:56:52
85003050|142|1421727|212.55|21.67|36.20|9006|2017-04-30 15:39:20
38485266|182|1821484|608.01|20.05|32.43|9023|2017-05-10 16:00:49
13300030|192|1921704|2223.84|4.95|12.65|9004|2017-05-04 15:42:15
51280831|152|1521131|1258.54|15.41|34.51|9012|2017-04-27 15:57:08
17657032|191|1911383|4380.88|20.96|22.68|9020|2017-05-01 16:09:50
26864688|117|1171895|2886.05|1.61|25.69|9027|2017-04-28 15:59:50
45003601|124|1241852|4247.48|8.43|25.20|9005|2017-05-08 16:01:39
86287074|195|1951395|4002.66|16.97|32.24|9021|2017-05-11 16:04:53
68427500|101|1011685|3624.05|24.56|38.74|9022|2017-05-03 16:04:47
62604662|149|1491742|1130.67|19.08|39.88|9019|2017-05-09 16:10:07
73225378|135|1351674|2785.81|16.70|34.47|9028|2017-05-06 15:53:56
17705441|100|1001313|524.27|16.02|36.85|9011|2017-04-29 16:10:32
31644675|192|1921864|3787.13|17.57|19.17|9014|2017-05-05 16:04:54
58336330|113|1131324|4198.08|15.56|26.43|9016|2017-05-06 15:38:44
36540676|131|1311899|3252.40|12.57|27.90|9011|2017-05-09 16:07:06
21257186|159|1591440|2874.19|11.79|15.50|9006|2017-04-30 15:49:15
18251458|169|1691168|2042.37|19.15|29.81|9005|2017-05-02 15:43:14
16484328|191|1911566|66.11|5.79|22.74|9012|2017-05-04 16:02:26
21202054|151|1511926|1632.49|21.87|39.79|9025|2017-04-28 15:37:03
64287657|116|1161916|4182.58|12.40|17.55|9013|2017-05-05 16:06:13
23656446|158|1581466|2549.21|7.17|11.35|9021|2017-05-08 15:39:15
73521734|148|1481367|2971.64|6.06|26.45|9009|2017-05-05 16:05:08
37342863|141|1411088|1442.37|16.22|21.78|9002|2017-05-11 16:08:36
37653260|118|1181051|3755.35|8.02|9.84|9003|2017-04-29 15:52:45
55870273|142|1421294|4316.60|10.08|16.57|9004|2017-05-02 15:46:34
43711381|151|1511383|99.45|4.77|12.17|9024|2017-05-03 15:38:35
42212472|187|1871996|668.35|1.12|20.82|9022|2017-04-28 15:38:11
52476235|120|1201947|2895.91|3.78|22.59|9007|2017-04-28 15:57:14
78385045|102|1021965|2175.02|19.62|22.93|9029|2017-05-10 15:49:12
11113456|100|1001459|337.58|16.98|37.42|9013|2017-04-29 15:47:48
62514828|126|1261526|630.08|16.49|34.13|9006|2017-05-03 15:53:26
38582342|156|1561714|4164.86|15.43|30.66|9017|2017-04-30 15:59:41
82720731|165|1651659|4816.91|16.94|28.55|9018|2017-05-03 15:37:17
74113620|170|1701857|548.39|11.02|20.19|9006|2017-05-04 16:07:08
52836248|132|1321250|4342.92|3.25|20.45|9021|2017-04-28 16:02:39
30156421|188|1881489|427.93|3.75|20.53|9014|2017-04-29 15:57:39
56785168|146|1461042|3322.56|24.83|45.87|9013|2017-04-29 15:46:00
15513725|151|1511174|395.61|1.34|22.81|9023|2017-05-11 15:43:42
75425562|148|1481511|1490.00|8.67|11.52|9002|2017-05-10 15:35:38
85270101|137|1371491|3836.16|19.46|35.41|9003|2017-05-07 15:37:13
18436550|180|1801150|4452.45|23.59|42.93|9010|2017-04-28 15:43:39
32135853|135|1351271|14.57|20.03|21.95|9002|2017-05-04 15:53:38
42463042|149|1491532|557.10|15.75|37.41|9003|2017-05-10 15:47:24
37413741|156|1561458|3832.93|1.73|25.85|9008|2017-05-02 16:09:29
65685621|169|1691898|257.90|24.12|47.91|9029|2017-05-07 15:53:35
66401284|156|1561669|716.25|8.72|31.13|9025|2017-05-11 15:48:36
11101483|164|1641226|1032.24|12.25|28.06|9014|2017-05-01 16:04:32
21611065|126|1261218|2388.59|17.96|34.76|9012|2017-04-28 15:42:49
12500772|149|1491638|4238.30|2.71|27.46|9025|2017-05-08 16:09:27
14602340|187|1871753|2475.23|14.64|21.73|9008|2017-05-06 16:02:39
45068127|112|1121557|4826.50|12.85|32.35|9030|2017-05-06 15:56:41
62812168|189|1891747|3926.13|1.81|14.90|9025|2017-05-06 15:46:28
77174061|115|1151801|4356.42|18.75|24.52|9018|2017-05-02 15:44:59
45305887|113|1131706|3167.65|2.04|9.34|9006|2017-05-02 15:59:51
42868800|121|1211496|1233.87|14.75|29.41|9024|2017-04-29 15:36:06
43070788|117|1171875|1820.59|14.87|38.07|9020|2017-04-30 15:37:48
65281077|192|1921657|4712.46|8.62|20.43|9003|2017-05-04 15:53:30
25786830|191|1911387|3397.04|5.62|11.24|9023|2017-05-05 15:46:28
77272563|163|1631729|3815.34|0.70|19.99|9011|2017-05-09 16:04:30
56730047|109|1091864|2929.62|24.81|33.48|9029|2017-05-04 16:05:36
35412770|120|1201737|573.12|1.69|21.00|9020|2017-05-08 15:56:44
86585788|158|1581419|2274.55|3.90|11.22|9016|2017-05-06 15:39:22
46005834|175|1751413|566.01|5.90|28.62|9002|2017-05-03 16:08:46
70260083|130|1301321|1344.53|9.91|13.49|9026|2017-05-09 15:46:14
70402035|187|1871432|753.46|12.25|29.37|9014|2017-05-09 15:56:08
51536307|180|1801472|3704.37|3.90|16.07|9027|2017-05-05 15:43:46
88730804|171|1711333|603.89|10.31|19.65|9007|2017-05-08 15:53:20
82886170|115|1151390|2438.48|15.64|32.57|9024|2017-04-30 16:07:06
76353134|110|1101721|2057.77|24.80|37.77|9029|2017-05-11 16:03:21
55684426|103|1031201|4566.26|3.36|27.81|9005|2017-05-05 15:38:35
37413756|122|1221878|1405.15|5.99|7.62|9022|2017-04-27 15:51:40
81845768|170|1701876|3332.69|4.45|5.28|9018|2017-04-28 16:00:55
88518847|120|1201892|2599.43|8.97|18.07|9008|2017-05-10 15:52:54
77355648|119|1191470|683.81|8.80|13.68|9015|2017-04-27 15:50:41
83847808|151|1511261|303.08|20.10|24.19|9020|2017-05-10 16:08:27
31330111|123|1231855|1101.51|4.29|6.18|9022|2017-05-06 15:35:52
50708081|170|1701484|4340.64|0.03|19.43|9004|2017-05-10 15:59:54
40703345|162|1621404|3620.78|10.70|29.40|9027|2017-04-30 15:58:23
86257248|116|1161384|2566.67|23.49|40.49|9023|2017-05-03 16:01:48
14667176|150|1501457|393.88|0.02|13.86|9003|2017-04-30 16:00:46
51863875|168|1681536|119.49|10.54|13.53|9005|2017-05-05 15:44:20
72147308|158|1581417|1157.07|2.76|18.87|9012|2017-04-28 15:58:49
43381042|165|1651735|879.21|21.38|34.87|9013|2017-04-30 15:58:50
42561315|137|1371877|2661.15|0.05|17.93|9030|2017-05-01 15:39:44
41844827|193|1931538|1764.70|24.26|40.74|9020|2017-05-02 15:39:32
52536326|185|1851714|1761.99|3.78|21.52|9010|2017-05-08 16:10:32
20114761|115|1151587|2449.19|8.21|17.30|9019|2017-05-05 15:56:31
67552150|117|1171229|4850.35|22.21|31.18|9022|2017-05-11 15:36:11
88278487|176|1761259|3638.14|14.33|27.23|9004|2017-05-09 16:03:40
58324307|173|1731811|3504.31|24.31|45.04|9030|2017-04-28 16:07:58
77427865|153|1531686|302.31|21.06|21.88|9025|2017-05-10 15:42:11
23471322|103|1031637|1247.17|4.81|15.34|9008|2017-04-29 16:02:37
85318684|145|1451869|89.92|23.82|39.94|9013|2017-05-10 15:38:56
50433420|149|1491383|617.12|15.91|29.26|9008|2017-05-08 15:49:01
18622387|196|1961479|4527.74|22.54|34.63|9022|2017-05-09 15:42:43
43562618|158|1581000|3134.33|8.87|11.75|9009|2017-04-29 15:38:26
38433782|134|1341528|863.49|23.78|47.65|9001|2017-05-03 15:39:44
36072782|192|1921278|1369.93|22.34|37.21|9015|2017-05-03 15:36:22
23602673|118|1181732|2381.27|7.41|8.36|9021|2017-05-05 15:40:28
46826131|120|1201048|2068.58|12.54|18.33|9012|2017-05-07 15:56:23
55882563|122|1221745|445.55|21.01|37.70|9027|2017-05-02 16:07:04
63472133|192|1921698|3991.34|21.39|37.34|9019|2017-05-02 15:52:26
85541760|104|1041224|3184.17|9.61|31.61|9028|2017-05-04 16:04:08
37667854|149|1491806|3873.93|7.90|22.14|9017|2017-05-02 15:57:58
57661433|181|1811523|720.07|0.52|23.27|9019|2017-04-28 16:08:29
43747317|183|1831522|3132.73|1.02|10.23|9006|2017-05-11 16:11:11
42321811|184|1841941|4899.14|10.64|12.47|9024|2017-05-08 15:48:07
76114830|119|1191196|1898.30|18.16|30.95|9020|2017-05-08 15:57:34
66000725|185|1851400|1056.24|5.98|17.20|9025|2017-04-30 16:11:46
78216402|112|1121363|2766.56|6.10|25.42|9027|2017-05-06 15:41:05
80087512|129|1291950|4113.12|18.46|37.58|9029|2017-04-28 15:53:22
58848775|175|1751423|4687.81|11.03|24.18|9022|2017-04-27 15:59:24
88772627|105|1051101|1137.02|9.78|17.93|9028|2017-05-05 15:42:14
72050051|136|1361347|2472.67|20.72|37.97|9011|2017-05-05 16:10:21
51088812|120|1201809|4911.78|21.67|45.28|9003|2017-05-10 15:47:37
26171282|112|1121898|4995.21|15.67|37.99|9026|2017-05-09 15:41:26
42080228|190|1901574|4417.53|3.88|28.35|9022|2017-04-29 16:11:12
85436134|118|1181667|2781.59|16.76|25.75|9019|2017-05-06 15:38:10
24404442|157|1571085|4791.68|2.42|10.11|9016|2017-04-27 15:44:36
26360843|161|1611741|3958.15|6.32|9.60|9023|2017-05-03 16:09:49
63058868|170|1701728|4092.49|1.90|7.85|9025|2017-05-11 15:51:35
40023250|163|1631778|1616.10|1.88|1.96|9024|2017-05-10 15:53:35
78813707|154|1541138|2323.17|13.36|24.31|9020|2017-05-02 15:59:58
56271844|180|1801469|1358.00|21.06|35.30|9019|2017-04-29 15:37:39
43280446|137|1371169|3846.73|8.06|16.83|9028|2017-04-28 15:36:24
75244016|149|1491628|2900.49|13.91|18.08|9023|2017-05-11 15:43:40
14830238|108|1081009|1751.21|13.42|29.64|9029|2017-05-03 15:42:26
46238510|160|1601249|101.54|13.34|16.43|9010|2017-05-07 15:42:56
43670427|151|1511729|2464.96|4.19|27.28|9020|2017-04-27 15:50:45
67372352|119|1191557|91.57|9.80|20.44|9014|2017-04-30 15:45:18
37233435|164|1641742|4100.71|15.01|25.17|9028|2017-04-27 15:42:52
81154481|170|1701024|455.42|12.33|30.49|9013|2017-05-08 15:51:40
68517863|133|1331500|4584.92|6.84|16.10|9008|2017-04-30 15:36:56
64105241|182|1821469|1726.32|9.52|13.61|9001|2017-05-07 16:12:06
68330143|155|1551116|2639.42|20.83|29.38|9019|2017-04-27 16:00:53
26256603|198|1981070|2107.25|21.31|44.99|9021|2017-05-05 15:37:29
60248554|114|1141488|4492.23|3.33|6.84|9012|2017-05-03 15:36:24
57686655|184|1841534|3078.19|4.55|16.01|9014|2017-05-07 16:08:54
43405575|100|1001181|2743.72|21.90|31.23|9030|2017-05-06 15:45:33
17274544|192|1921926|4827.44|9.78|12.90|9014|2017-04-27 15:41:19
63364362|133|1331911|875.72|12.05|27.68|9026|2017-05-08 16:10:58
28123152|187|1871124|2667.18|1.88|17.89|9006|2017-05-11 16:10:58
36076277|114|1141570|2311.13|15.15|26.76|9029|2017-04-29 15:49:27
52447600|192|1921274|1362.35|6.56|28.63|9007|2017-05-02 15:47:38
21783736|169|1691465|2889.03|5.15|11.78|9027|2017-05-09 15:55:36
83360554|189|1891747|4678.69|21.64|43.03|9028|2017-05-10 15:50:09
64510838|167|1671932|3868.51|3.32|4.00|9029|2017-05-03 15:48:34
67131102|155|1551211|4201.83|1.37|4.58|9005|2017-04-28 16:00:49
42421170|188|1881731|1696.82|4.38|28.25|9029|2017-05-08 15:36:36
73480402|113|1131645|3311.71|1.30|24.83|9005|2017-05-04 15:36:11
47034241|121|1211320|3435.89|12.56|34.99|9017|2017-05-09 15:55:51
27040321|158|1581426|1033.44|12.11|27.05|9026|2017-05-08 15:41:44
33476024|126|1261158|1923.83|14.37|24.01|9006|2017-04-28 16:04:44
74701650|159|1591205|2699.08|5.22|8.04|9010|2017-04-28 16:00:50
88313342|193|1931704|4023.17|3.21|8.87|9003|2017-05-11 16:02:13
14337337|175|1751063|2020.73|23.76|41.09|9028|2017-04-28 16:10:09
35304625|141|1411820|4069.82|16.23|28.59|9013|2017-05-05 15:54:15
18816755|107|1071679|1320.96|21.43|31.15|9016|2017-04-30 16:02:51
21415638|157|1571191|3360.85|8.18|21.21|9003|2017-04-29 16:06:48
11440756|193|1931591|524.23|3.24|22.41|9028|2017-05-05 15:42:23
23880385|189|1891363|2005.76|8.80|25.24|9003|2017-04-28 15:36:37
41307607|119|1191648|2766.98|21.70|29.03|9027|2017-05-09 15:58:46
75788725|142|1421814|1095.51|9.31|18.82|9009|2017-05-05 15:40:08
60055413|148|1481708|2521.78|16.26|18.67|9021|2017-04-27 15:53:39
33783180|115|1151219|4124.38|4.65|23.04|9005|2017-05-05 15:38:41
30488848|197|1971402|293.70|17.62|23.93|9014|2017-05-03 15:42:44
57582112|175|1751097|217.07|6.63|14.64|9006|2017-05-01 15:41:36
38101652|110|1101257|3778.68|19.44|36.23|9013|2017-04-30 15:52:42
80734017|183|1831384|2582.37|12.99|25.21|9002|2017-04-28 16:02:39
82375164|173|1731831|870.69|13.24|17.10|9025|2017-05-04 15:50:09
50066240|157|1571819|927.32|22.76|31.25|9007|2017-04-27 15:53:36
72206136|172|1721300|2768.13|21.03|31.94|9030|2017-05-03 15:37:28
22422714|124|1241614|2342.34|22.50|29.54|9006|2017-05-09 16:08:23
70554315|108|1081583|312.25|9.40|30.37|9006|2017-04-27 15:48:32
16507454|135|1351694|2507.53|15.04|31.13|9024|2017-04-28 15:38:26
45838203|130|1301887|1449.24|23.97|46.98|9007|2017-05-06 15:46:16
45472334|101|1011028|399.03|8.20|16.93|9003|2017-04-29 15:58:56
26622656|156|1561087|4651.03|6.58|26.41|9005|2017-05-05 16:09:00
33440016|150|1501826|4998.27|16.09|19.89|9011|2017-05-09 15:44:42
86361466|150|1501636|272.21|9.02|13.56|9007|2017-05-02 15:44:35
15286566|179|1791659|657.58|2.92|8.71|9023|2017-05-08 16:06:25
