SellerID|type|netValue|since|userRating|LastSold|category
9337|Premium|High|07-Oct-2016|4.6|2017-03-21 15:57:46|121
9338|MultiBrand|High|04-Sep-2015|0.1|2017-03-10 16:07:21|147
9339|Premium|Unclassified|11-Jul-2013|4.0|2017-03-01 15:52:12|194
9340|inHouse|Impactful|18-Aug-2014|1.5|2017-03-26 16:10:51|103
9341|inHouse|Unclassified|14-May-2016|3.6|2017-05-01 15:49:10|173
9342|Institutional|Low|22-Mar-2017|4.5|2017-03-31 15:54:24|142
9343|Affiliate|Impactful|16-Nov-2016|0.7000000000000001|2017-03-29 15:41:29|144
9344|Retailer|Low|14-Sep-2014|2.4|2017-05-03 16:01:28|147
9345|Unclassified|Unclassified|04-Feb-2017|0.7000000000000001|2017-04-16 15:59:13|183
9346|inHouse|Impactful|25-Jan-2015|2.8|2017-05-08 15:40:32|198
9347|Retailer|Low|22-Jul-2013|4.8|2017-04-22 16:03:47|194
9348|Affiliate|Low|04-Apr-2013|2.5|2017-05-05 15:55:59|103
9349|Affiliate|High|22-Dec-2014|0.30000000000000004|2017-03-12 15:43:17|153
9350|Institutional|VeryHigh|08-Apr-2015|1.2|2017-02-26 16:09:01|178
9351|Premium|Impactful|08-Nov-2015|1.5|2017-02-24 15:52:17|165
9352|ChannelPartner|VeryHigh|18-Jan-2016|1.1|2017-04-05 15:49:13|170
9353|Affiliate|Low|24-Mar-2017|3.2|2017-03-25 15:37:10|124
9354|MultiBrand|High|24-Dec-2014|1.0|2017-02-13 16:03:43|122
9355|inHouse|Medium|18-Mar-2014|0.1|2017-02-28 16:12:00|124
9356|Retailer|Impactful|21-May-2015|0.2|2017-04-19 15:58:20|122
9357|Affiliate|Impactful|21-Feb-2016|0.7000000000000001|2017-03-15 16:11:32|163
9358|ChannelPartner|High|20-Apr-2016|4.8|2017-04-07 16:10:12|103
9359|inHouse|Medium|08-Jun-2013|2.3|2017-05-07 15:47:07|197
9360|Unclassified|Impactful|28-Oct-2014|2.1|2017-03-18 16:09:31|182
9361|Brand|Impactful|11-Jan-2015|3.5|2017-03-29 16:06:00|182
9362|Institutional|Low|10-Aug-2014|1.3|2017-03-29 16:03:18|141
9363|MultiBrand|Low|13-Apr-2017|3.6|2017-02-18 16:01:09|181
9364|Institutional|VeryHigh|10-May-2015|2.5|2017-04-21 16:06:13|172
9365|Premium|Unclassified|23-Nov-2013|0.0|2017-03-18 15:56:22|132
9366|Premium|High|11-Aug-2015|4.1|2017-03-13 16:07:53|148
9367|Brand|Unclassified|02-Sep-2015|2.2|2017-02-19 15:40:19|152
9368|Brand|Low|23-Jul-2015|3.2|2017-04-13 15:53:19|147
9369|Retailer|VeryHigh|02-Jul-2015|1.7000000000000002|2017-03-21 16:06:55|167
9370|Brand|High|17-Sep-2016|1.8|2017-03-12 15:43:55|146
9371|Institutional|Low|06-Dec-2015|2.1|2017-02-22 15:59:55|156
9372|Brand|Medium|02-May-2016|2.1|2017-05-03 16:01:27|134
9373|Institutional|Unclassified|22-May-2014|3.4|2017-04-30 15:45:29|140
9374|inHouse|VeryHigh|05-Oct-2013|0.4|2017-02-23 16:05:12|196
9375|Institutional|Impactful|26-Sep-2015|4.4|2017-05-07 16:07:09|160
9376|MultiBrand|VeryHigh|26-Jul-2016|4.3|2017-03-11 15:49:56|196
9377|MultiBrand|High|09-Aug-2016|4.2|2017-04-28 15:46:59|147
9378|Premium|Low|02-Jul-2016|3.5|2017-04-25 15:46:22|112
9379|Retailer|Low|07-Sep-2013|4.1|2017-02-17 16:01:55|119
9380|Premium|High|24-Apr-2014|4.1|2017-02-18 15:47:06|173
9381|Institutional|Medium|25-Sep-2016|4.4|2017-03-04 15:51:12|106
9382|Brand|Medium|14-Feb-2017|1.3|2017-05-03 16:08:41|142
9383|MultiBrand|Low|13-Sep-2015|0.2|2017-02-17 16:06:41|131
9384|Retailer|Unclassified|11-May-2015|2.0|2017-04-22 15:52:03|124
9385|ChannelPartner|High|23-Sep-2015|2.6|2017-03-04 15:38:44|155
9386|Retailer|Unclassified|25-Mar-2016|0.4|2017-04-12 15:37:05|187
9387|MultiBrand|Unclassified|20-Oct-2014|1.5|2017-03-17 15:36:31|125
9388|Retailer|Medium|16-May-2013|4.5|2017-04-13 16:05:46|110
9389|Brand|Impactful|15-Dec-2014|0.8|2017-04-02 15:40:55|163
9390|Institutional|High|08-Jul-2015|2.3|2017-03-16 16:01:18|166
9391|Premium|High|02-Nov-2015|1.5|2017-05-02 15:59:08|156
9392|Unclassified|Unclassified|17-Dec-2015|2.7|2017-03-21 15:45:29|133
9393|Affiliate|High|21-Oct-2014|3.7|2017-03-28 15:56:34|123
9394|Unclassified|High|28-Apr-2017|4.0|2017-02-28 16:09:28|174
9395|MultiBrand|Impactful|17-Feb-2017|2.2|2017-05-07 15:37:12|147
9396|Premium|High|29-May-2013|1.3|2017-03-03 15:37:43|168
9397|Premium|Medium|04-Dec-2014|2.7|2017-04-24 16:09:25|145
9398|MultiBrand|VeryHigh|27-Jun-2015|2.1|2017-04-14 16:03:44|155
9399|Brand|Impactful|24-Jun-2014|0.0|2017-03-05 15:42:34|181
9400|Retailer|Medium|16-Dec-2015|3.0|2017-04-30 15:44:38|110
