StudentId|QusetionSet|QT|VB|RA|QuestionAttempted|AttemptDate
146496|tt503|12|20|7|45|2017-05-11
147993|tt503|15|19|12|54|2017-05-11
143021|tt503|9|19|8|48|2017-05-11
115513|tt503|9|27|15|49|2017-05-11
145392|tt503|7|25|19|45|2017-05-11
116052|tt503|10|20|30|44|2017-05-11
143239|tt503|8|23|23|50|2017-05-11
123571|tt503|26|18|17|43|2017-05-11
145376|tt503|21|24|9|46|2017-05-11
149507|tt503|12|14|47|47|2017-05-11
157530|tt503|18|25|4|53|2017-05-11
74885|tt503|14|20|19|39|2017-05-11
76155|tt503|15|1|3|41|2017-05-11
110981|tt503|13|23|19|45|2017-05-11
76237|tt503|20|11|9|32|2017-05-11
120099|tt503|7|9|2|46|2017-05-11
155184|tt503|9|27|5|39|2017-05-11
109401|tt503|7|24|28|45|2017-05-11
98486|tt503|15|28|18|55|2017-05-11
130268|tt503|8|30|23|47|2017-05-11
158312|tt503|5|-1|9|39|2017-05-11
108504|tt503|1|9|19|47|2017-05-11
117135|tt503|12|8|19|45|2017-05-11
125790|tt503|8|1|32|43|2017-05-11
154925|tt503|21|25|32|50|2017-05-11
138403|tt503|16|6|18|48|2017-05-11
159790|tt503|6|23|21|42|2017-05-11
103284|tt503|3|4|14|39|2017-05-11
91745|tt503|8|26|20|42|2017-05-11
136628|tt503|17|11|18|46|2017-05-11
127324|tt503|17|1|10|40|2017-05-11
153428|tt503|24|17|17|54|2017-05-11
165042|tt503|18|15|6|53|2017-05-11
162167|tt503|14|20|13|45|2017-05-11
116001|tt503|14|-6|12|44|2017-05-11
94035|tt503|7|17|18|50|2017-05-11
85801|tt503|14|18|11|41|2017-05-11
142971|tt503|14|11|21|42|2017-05-11
151297|tt503|18|18|20|44|2017-05-11
107293|tt503|15|13|17|43|2017-05-11
151443|tt503|11|21|21|43|2017-05-11
125066|tt503|22|14|18|50|2017-05-11
144486|tt503|6|30|28|44|2017-05-11
98664|tt503|15|11|26|40|2017-05-11
121450|tt503|31|31|16|46|2017-05-11
145239|tt503|8|11|15|42|2017-05-11
99856|tt503|9|33|21|49|2017-05-11
141820|tt503|6|17|25|48|2017-05-11
116451|tt503|13|18|21|44|2017-05-11
157184|tt503|8|26|20|50|2017-05-11
117101|tt503|21|14|1|48|2017-05-11
87789|tt503|25|17|29|53|2017-05-11
72595|tt503|13|11|29|51|2017-05-11
119526|tt503|13|28|18|41|2017-05-11
128427|tt503|12|8|12|48|2017-05-11
81109|tt503|13|6|11|38|2017-05-11
133067|tt503|17|25|24|42|2017-05-11
129254|tt503|12|25|16|43|2017-05-11
167556|tt503|23|20|22|47|2017-05-11
150810|tt503|9|15|33|43|2017-05-11
159825|tt503|22|21|16|45|2017-05-11
89538|tt503|22|1|13|40|2017-05-11
122966|tt503|29|11|31|45|2017-05-11
128843|tt503|13|20|31|44|2017-05-11
123895|tt503|-8|33|6|41|2017-05-11
119088|tt503|3|16|18|39|2017-05-11
89294|tt503|6|31|14|41|2017-05-11
123730|tt503|14|14|12|52|2017-05-11
81604|tt503|2|16|14|48|2017-05-11
85471|tt503|6|14|32|44|2017-05-11
150232|tt503|2|16|8|38|2017-05-11
105884|tt503|10|14|23|45|2017-05-11
107766|tt503|3|16|3|42|2017-05-11
87335|tt503|17|32|7|44|2017-05-11
134612|tt503|5|5|6|44|2017-05-11
134913|tt503|7|10|40|43|2017-05-11
112359|tt503|14|27|14|45|2017-05-11
132294|tt503|11|19|12|46|2017-05-11
85944|tt503|2|26|37|55|2017-05-11
139839|tt503|34|16|36|50|2017-05-11
107652|tt503|19|27|10|52|2017-05-11
144022|tt503|7|24|30|43|2017-05-11
80339|tt503|18|30|21|43|2017-05-11
91056|tt503|-4|-3|11|44|2017-05-11
102752|tt503|18|13|33|52|2017-05-11
119761|tt503|10|15|13|38|2017-05-11
153304|tt503|23|3|12|46|2017-05-11
107163|tt503|14|20|18|40|2017-05-11
104041|tt503|17|11|15|45|2017-05-11
139896|tt503|6|28|26|56|2017-05-11
162309|tt503|11|20|21|48|2017-05-11
151618|tt503|1|10|11|42|2017-05-11
70887|tt503|11|10|12|39|2017-05-11
111221|tt503|21|8|24|43|2017-05-11
84622|tt503|11|0|24|41|2017-05-11
104244|tt503|11|12|30|43|2017-05-11
75067|tt503|8|17|13|46|2017-05-11
142644|tt503|3|27|5|49|2017-05-11
86292|tt503|11|4|19|38|2017-05-11
138812|tt503|3|5|25|39|2017-05-11
137531|tt503|9|26|23|50|2017-05-11
157841|tt503|10|16|27|47|2017-05-11
149672|tt503|12|22|23|47|2017-05-11
104847|tt503|11|13|17|47|2017-05-11
146257|tt503|-4|2|21|33|2017-05-11
102231|tt503|11|15|11|39|2017-05-11
160709|tt503|11|18|14|45|2017-05-11
168878|tt503|3|16|11|42|2017-05-11
84847|tt503|-1|10|22|45|2017-05-11
125876|tt503|6|10|16|44|2017-05-11
142041|tt503|21|15|12|48|2017-05-11
72319|tt503|13|12|2|49|2017-05-11
124522|tt503|7|8|21|44|2017-05-11
164646|tt503|12|19|7|42|2017-05-11
73708|tt503|16|15|21|44|2017-05-11
153834|tt503|11|14|6|45|2017-05-11
156963|tt503|22|3|10|49|2017-05-11
161311|tt503|13|21|34|44|2017-05-11
148289|tt503|14|19|17|42|2017-05-11
160109|tt503|12|7|12|49|2017-05-11
152134|tt503|21|20|-5|44|2017-05-11
97215|tt503|13|15|16|48|2017-05-11
137712|tt503|-6|22|26|54|2017-05-11
142892|tt503|13|12|29|42|2017-05-11
146743|tt503|19|7|4|38|2017-05-11
143192|tt503|16|11|21|40|2017-05-11
76564|tt503|3|26|9|46|2017-05-11
136199|tt503|19|17|16|36|2017-05-11
122839|tt503|13|7|40|48|2017-05-11
124525|tt503|13|7|19|49|2017-05-11
74221|tt503|3|17|11|41|2017-05-11
97231|tt503|3|28|8|49|2017-05-11
123924|tt503|16|22|11|39|2017-05-11
111894|tt503|13|13|43|43|2017-05-11
163951|tt503|12|12|8|56|2017-05-11
166780|tt503|12|27|4|45|2017-05-11
160633|tt503|8|31|21|44|2017-05-11
101277|tt503|7|12|16|45|2017-05-11
93952|tt503|3|16|10|43|2017-05-11
130744|tt503|6|31|11|40|2017-05-11
97446|tt503|0|13|35|48|2017-05-11
168309|tt503|11|26|8|39|2017-05-11
102932|tt503|15|22|8|51|2017-05-11
143752|tt503|7|7|18|44|2017-05-11
143669|tt503|-3|39|2|46|2017-05-11
151355|tt503|2|15|18|41|2017-05-11
125429|tt503|19|35|24|50|2017-05-11
138452|tt503|17|26|9|40|2017-05-11
106284|tt503|15|1|20|40|2017-05-11
79669|tt503|16|10|19|39|2017-05-11
77557|tt503|0|9|23|40|2017-05-11
107826|tt503|9|2|7|46|2017-05-11
95580|tt503|4|13|11|48|2017-05-11
158356|tt503|6|11|16|39|2017-05-11
89858|tt503|19|35|11|51|2017-05-11
114009|tt503|18|19|21|54|2017-05-11
119398|tt503|26|15|26|49|2017-05-11
118110|tt503|14|26|32|40|2017-05-11
122551|tt503|23|15|27|47|2017-05-11
146809|tt503|10|18|-9|33|2017-05-11
152738|tt503|16|8|19|45|2017-05-11
104845|tt503|16|33|14|53|2017-05-11
107015|tt503|13|15|10|50|2017-05-11
93982|tt503|13|27|20|48|2017-05-11
91265|tt503|16|21|19|52|2017-05-11
79032|tt503|15|8|29|40|2017-05-11
151416|tt503|11|23|8|50|2017-05-11
85762|tt503|30|-6|13|47|2017-05-11
152291|tt503|13|12|0|51|2017-05-11
124243|tt503|9|5|8|42|2017-05-11
85477|tt503|10|12|15|35|2017-05-11
76704|tt503|6|18|15|45|2017-05-11
164998|tt503|9|12|9|46|2017-05-11
148609|tt503|8|9|7|32|2017-05-11
162521|tt503|7|12|16|45|2017-05-11
128391|tt503|16|-1|23|50|2017-05-11
111048|tt503|7|25|23|45|2017-05-11
128941|tt503|6|16|21|41|2017-05-11
107138|tt503|12|30|17|49|2017-05-11
142035|tt503|21|15|7|41|2017-05-11
102859|tt503|20|16|20|36|2017-05-11
70410|tt503|17|16|27|48|2017-05-11
103261|tt503|4|3|16|45|2017-05-11
102576|tt503|14|22|27|45|2017-05-11
73660|tt503|7|11|28|46|2017-05-11
141088|tt503|12|6|17|41|2017-05-11
134373|tt503|0|39|15|50|2017-05-11
166617|tt503|10|23|27|48|2017-05-11
114298|tt503|10|15|22|49|2017-05-11
118689|tt503|5|25|19|47|2017-05-11
146028|tt503|27|15|15|43|2017-05-11
99538|tt503|16|17|8|43|2017-05-11
158951|tt503|22|28|20|46|2017-05-11
104553|tt503|10|15|14|45|2017-05-11
134976|tt503|15|14|26|37|2017-05-11
149884|tt503|18|10|23|45|2017-05-11
73382|tt503|20|4|23|45|2017-05-11
80732|tt503|7|16|18|47|2017-05-11
153049|tt503|14|-1|12|47|2017-05-11
92968|tt503|5|22|10|47|2017-05-11
81046|tt503|15|22|18|41|2017-05-11
138206|tt503|6|-1|29|46|2017-05-11
139275|tt503|14|15|13|42|2017-05-11
75022|tt503|15|10|33|50|2017-05-11
166974|tt503|19|21|28|44|2017-05-11
90718|tt503|17|26|13|52|2017-05-11
151544|tt503|11|3|18|40|2017-05-11
71563|tt503|14|23|11|52|2017-05-11
125013|tt503|18|15|7|40|2017-05-11
83043|tt503|10|10|31|45|2017-05-11
93252|tt503|17|28|15|48|2017-05-11
147477|tt503|4|6|15|43|2017-05-11
111769|tt503|-3|23|5|43|2017-05-11
137140|tt503|2|29|0|41|2017-05-11
75017|tt503|8|0|12|44|2017-05-11
162912|tt503|8|21|20|47|2017-05-11
107883|tt503|23|10|22|49|2017-05-11
168609|tt503|6|14|8|36|2017-05-11
132647|tt503|10|10|4|40|2017-05-11
98470|tt503|5|22|13|44|2017-05-11
128012|tt503|12|7|22|39|2017-05-11
125759|tt503|5|36|21|50|2017-05-11
133387|tt503|24|32|24|60|2017-05-11
135481|tt503|9|13|33|49|2017-05-11
142259|tt503|12|4|12|44|2017-05-11
149152|tt503|12|24|5|51|2017-05-11
81019|tt503|14|14|20|44|2017-05-11
83694|tt503|14|10|8|44|2017-05-11
105808|tt503|27|15|25|49|2017-05-11
131247|tt503|10|13|19|46|2017-05-11
145618|tt503|22|6|19|45|2017-05-11
144429|tt503|-6|13|23|38|2017-05-11
129577|tt503|33|-1|11|45|2017-05-11
91847|tt503|14|12|-4|26|2017-05-11
112266|tt503|22|19|21|46|2017-05-11
72282|tt503|6|12|27|47|2017-05-11
102211|tt503|7|19|18|44|2017-05-11
146776|tt503|16|7|36|49|2017-05-11
85724|tt503|30|40|15|47|2017-05-11
143876|tt503|3|20|19|42|2017-05-11
167443|tt503|14|17|21|48|2017-05-11
153779|tt503|8|16|20|40|2017-05-11
85107|tt503|18|13|22|51|2017-05-11
130517|tt503|20|12|10|38|2017-05-11
156155|tt503|6|33|20|45|2017-05-11
143352|tt503|21|1|18|44|2017-05-11
96793|tt503|6|17|24|49|2017-05-11
70717|tt503|4|8|10|34|2017-05-11
103463|tt503|18|12|25|53|2017-05-11
75525|tt503|19|30|19|48|2017-05-11
141657|tt503|3|20|14|43|2017-05-11
111066|tt503|11|20|17|40|2017-05-11
93648|tt503|9|21|9|41|2017-05-11
117747|tt503|20|11|24|41|2017-05-11
111683|tt503|8|19|12|45|2017-05-11
73383|tt503|10|4|-1|39|2017-05-11
134547|tt503|11|21|11|45|2017-05-11
154981|tt503|11|7|22|40|2017-05-11
73612|tt503|16|13|6|41|2017-05-11
167504|tt503|24|18|12|42|2017-05-11
95052|tt503|15|16|25|48|2017-05-11
140369|tt503|6|14|30|46|2017-05-11
72610|tt503|19|22|14|45|2017-05-11
130828|tt503|13|8|22|45|2017-05-11
125788|tt503|7|8|7|38|2017-05-11
142696|tt503|8|12|-1|45|2017-05-11
124908|tt503|16|18|21|41|2017-05-11
133173|tt503|26|27|13|42|2017-05-11
111447|tt503|13|11|8|40|2017-05-11
117436|tt503|15|8|17|36|2017-05-11
106118|tt503|11|17|6|38|2017-05-11
142731|tt503|31|8|9|40|2017-05-11
125443|tt503|20|25|31|60|2017-05-11
126374|tt503|9|14|10|35|2017-05-11
117807|tt503|29|17|7|47|2017-05-11
132638|tt503|14|32|15|51|2017-05-11
146475|tt503|21|12|24|47|2017-05-11
148557|tt503|4|12|30|50|2017-05-11
78385|tt503|7|30|26|45|2017-05-11
108408|tt503|20|16|5|51|2017-05-11
137009|tt503|16|15|6|43|2017-05-11
113223|tt503|1|17|14|44|2017-05-11
135082|tt503|16|14|22|40|2017-05-11
88767|tt503|7|14|33|54|2017-05-11
85832|tt503|5|12|19|44|2017-05-11
117290|tt503|14|23|10|45|2017-05-11
127732|tt503|15|16|14|43|2017-05-11
98348|tt503|18|16|13|45|2017-05-11
114920|tt503|16|42|8|50|2017-05-11
122670|tt503|16|17|9|46|2017-05-11
72861|tt503|12|16|5|51|2017-05-11
125458|tt503|25|20|7|40|2017-05-11
77285|tt503|11|-3|40|48|2017-05-11
167488|tt503|15|18|13|38|2017-05-11
77666|tt503|2|30|18|50|2017-05-11
74731|tt503|11|28|27|50|2017-05-11
73250|tt503|0|10|20|46|2017-05-11
112161|tt503|1|4|16|39|2017-05-11
105926|tt503|14|5|20|57|2017-05-11
89600|tt503|7|22|11|40|2017-05-11
96453|tt503|20|25|16|43|2017-05-11
83939|tt503|16|14|23|43|2017-05-11
143546|tt503|11|17|13|39|2017-05-11
93553|tt503|-6|26|28|48|2017-05-11
148240|tt503|5|29|22|48|2017-05-11
103247|tt503|14|10|29|43|2017-05-11
89714|tt503|17|20|19|44|2017-05-11
109692|tt503|12|25|30|41|2017-05-11
92151|tt503|22|18|10|50|2017-05-11
159760|tt503|0|17|11|48|2017-05-11
73068|tt503|15|17|-3|47|2017-05-11
97559|tt503|28|31|33|52|2017-05-11
95886|tt503|9|8|25|54|2017-05-11
136074|tt503|7|18|32|43|2017-05-11
130457|tt503|11|5|29|39|2017-05-11
79856|tt503|17|31|21|47|2017-05-11
114738|tt503|22|20|15|47|2017-05-11
138937|tt503|7|5|29|43|2017-05-11
78296|tt503|9|22|20|49|2017-05-11
88830|tt503|9|14|6|43|2017-05-11
80239|tt503|6|18|28|44|2017-05-11
131053|tt503|15|10|16|51|2017-05-11
129208|tt503|17|23|18|54|2017-05-11
104525|tt503|7|15|24|46|2017-05-11
70879|tt503|-1|15|13|49|2017-05-11
169021|tt503|15|18|16|47|2017-05-11
78623|tt503|6|14|20|40|2017-05-11
94634|tt503|23|17|18|50|2017-05-11
148462|tt503|15|15|2|44|2017-05-11
100290|tt503|16|12|19|45|2017-05-11
104115|tt503|8|18|18|44|2017-05-11
158469|tt503|6|18|45|47|2017-05-11
117010|tt503|4|13|8|47|2017-05-11
156796|tt503|8|27|5|44|2017-05-11
77891|tt503|14|17|11|42|2017-05-11
87879|tt503|16|6|17|37|2017-05-11
91102|tt503|3|13|7|41|2017-05-11
72289|tt503|4|14|29|49|2017-05-11
110262|tt503|14|30|15|41|2017-05-11
111594|tt503|14|9|20|53|2017-05-11
75380|tt503|11|2|15|44|2017-05-11
155718|tt503|-2|11|27|48|2017-05-11
117648|tt503|19|14|25|54|2017-05-11
126330|tt503|17|8|5|42|2017-05-11
156193|tt503|16|7|23|34|2017-05-11
115861|tt503|17|30|19|46|2017-05-11
71427|tt503|14|12|19|51|2017-05-11
123125|tt503|5|8|29|34|2017-05-11
167459|tt503|6|22|7|41|2017-05-11
77567|tt503|7|33|17|55|2017-05-11
162146|tt503|14|28|15|43|2017-05-11
100223|tt503|9|10|35|42|2017-05-11
94164|tt503|7|27|8|42|2017-05-11
160581|tt503|11|19|31|43|2017-05-11
74213|tt503|11|39|23|51|2017-05-11
150561|tt503|12|2|16|38|2017-05-11
112097|tt503|13|21|20|50|2017-05-11
135799|tt503|15|21|26|62|2017-05-11
80604|tt503|9|14|26|47|2017-05-11
156066|tt503|13|9|8|38|2017-05-11
77656|tt503|4|17|20|51|2017-05-11
87981|tt503|19|20|24|45|2017-05-11
118729|tt503|19|21|7|49|2017-05-11
151261|tt503|15|17|19|41|2017-05-11
143184|tt503|1|23|6|38|2017-05-11
96834|tt503|9|8|11|40|2017-05-11
122660|tt503|17|11|14|38|2017-05-11
140344|tt503|12|20|33|43|2017-05-11
